Customer Cohort Month,Month,Volume
6/30/2019,3/31/2023,555000
3/31/2020,11/30/2022,44000
4/30/2019,9/30/2019,647000
7/31/2021,11/30/2022,205000
2/29/2020,11/30/2020,242000
2/28/2018,10/31/2022,257000
11/30/2019,9/30/2021,17397000
11/30/2020,12/31/2021,145000
7/31/2019,10/31/2022,428000
9/30/2020,12/31/2020,1205000
10/31/2018,12/31/2022,54000
2/28/2019,8/31/2022,196000
1/31/2018,3/31/2020,26969000
6/30/2021,3/31/2023,33000
8/31/2019,1/31/2020,319000
6/30/2018,5/31/2020,701000
2/28/2018,2/28/2021,291000
6/30/2021,4/30/2023,4000
5/31/2021,2/28/2022,80000
1/31/2021,5/31/2022,35000
1/31/2020,1/31/2022,284000
5/31/2020,6/30/2020,448000
5/31/2019,9/30/2019,5307000
7/31/2018,2/29/2020,20660000
3/31/2018,1/31/2022,17000
2/29/2020,4/30/2021,51000
7/31/2018,3/31/2020,18179000
3/31/2022,3/31/2022,381000
10/31/2019,12/31/2022,6494000
7/31/2018,6/30/2021,4638000
5/31/2019,6/30/2021,2201000
2/28/2018,10/31/2021,289000
6/30/2021,5/31/2023,13000
5/31/2019,11/30/2022,1751000
3/31/2018,4/30/2023,7000
3/31/2020,7/31/2021,35000
1/31/2020,1/31/2023,1240000
2/28/2022,12/31/2022,31000
9/30/2018,7/31/2021,6000
3/31/2019,11/30/2020,338000
7/31/2018,7/31/2019,13923000
6/30/2019,7/31/2021,397000
4/30/2019,8/31/2022,59000
5/31/2021,8/31/2022,73000
11/30/2018,10/31/2019,357000
5/31/2020,3/31/2022,3013000
10/31/2018,7/31/2022,104000
11/30/2021,2/28/2023,3526000
7/31/2018,1/31/2022,8050000
11/30/2021,10/31/2022,143000
1/31/2018,10/31/2019,31084000
2/28/2021,8/31/2022,1000
12/31/2021,3/31/2022,13000
10/31/2019,2/28/2021,4291000
4/30/2018,2/28/2019,1000
1/31/2018,7/31/2020,24394000
7/31/2018,5/31/2021,32975000
10/31/2019,3/31/2022,8364000
3/31/2018,6/30/2020,13000
10/31/2020,1/31/2022,7317000
5/31/2019,3/31/2021,2428000
12/31/2022,5/31/2023,1000
6/30/2021,12/31/2022,17000
7/31/2018,7/31/2020,128443000
12/31/2019,1/31/2022,6123000
6/30/2019,11/30/2020,4000
12/31/2018,7/31/2020,1719000
6/30/2019,8/31/2019,55000
3/31/2019,1/31/2020,1351000
9/30/2020,1/31/2021,75000
3/31/2018,3/31/2021,22000
2/28/2021,1/31/2022,1000
7/31/2018,1/31/2020,20320000
2/28/2019,4/30/2022,157000
8/31/2022,10/31/2022,87000
2/28/2019,2/28/2021,54000
4/30/2020,2/28/2021,356185000
6/30/2018,2/28/2019,2157000
8/31/2019,3/31/2021,45000
2/28/2018,4/30/2021,283000
10/31/2019,6/30/2022,8790000
4/30/2022,8/31/2022,103000
1/31/2018,1/31/2019,26873000
11/30/2020,2/28/2021,1839000
9/30/2020,2/28/2023,84000
1/31/2020,12/31/2020,74000
2/29/2020,3/31/2022,26000
1/31/2021,7/31/2021,393000
3/31/2019,8/31/2020,93000
2/28/2018,11/30/2019,440000
6/30/2019,7/31/2020,3000
9/30/2018,1/31/2019,53000
9/30/2019,11/30/2022,79000
11/30/2018,3/31/2019,71000
4/30/2020,11/30/2021,478000
5/31/2019,4/30/2022,1796000
8/31/2019,4/30/2022,3000
9/30/2019,12/31/2022,55000
6/30/2019,2/28/2022,1094000
1/31/2019,7/31/2019,2392000
2/28/2018,5/31/2018,753000
8/31/2021,1/31/2022,24000
4/30/2019,5/31/2020,153000
4/30/2021,3/31/2023,254000
1/31/2022,6/30/2022,111000
9/30/2019,12/31/2019,50000
4/30/2019,10/31/2019,793000
9/30/2020,4/30/2023,6084000
1/31/2022,11/30/2022,62000
10/31/2020,9/30/2021,3857000
12/31/2020,1/31/2021,129000
1/31/2018,6/30/2019,25582000
3/31/2020,12/31/2020,334000
8/31/2018,4/30/2022,242000
4/30/2020,12/31/2021,393000
1/31/2019,5/31/2020,151000
11/30/2019,12/31/2019,16275000
2/28/2023,5/31/2023,69000
2/28/2019,5/31/2019,16283000
10/31/2019,5/31/2023,3416000
1/31/2021,1/31/2022,149000
11/30/2019,6/30/2021,19125000
1/31/2019,6/30/2021,147000
5/31/2019,7/31/2020,15747000
3/31/2019,6/30/2020,59000
9/30/2020,1/31/2023,205000
6/30/2020,2/28/2022,69000
5/31/2020,1/31/2021,1145000
12/31/2018,8/31/2021,744000
6/30/2022,10/31/2022,16000
1/31/2020,6/30/2020,1998000
11/30/2019,11/30/2020,18937000
9/30/2018,3/31/2021,9000
4/30/2018,4/30/2023,1000
10/31/2019,11/30/2019,2576000
6/30/2019,10/31/2020,1000
6/30/2019,5/31/2021,90000
5/31/2022,6/30/2022,131000
9/30/2021,1/31/2023,156000
5/31/2020,7/31/2020,652000
3/31/2018,10/31/2019,12000
12/31/2020,9/30/2021,14000
4/30/2021,8/31/2022,645000
7/31/2018,6/30/2020,110663000
9/30/2018,3/31/2023,15000
3/31/2018,12/31/2019,9000
9/30/2018,7/31/2022,20000
6/30/2018,1/31/2019,2420000
7/31/2022,4/30/2023,47000
12/31/2021,8/31/2022,98000
10/31/2018,8/31/2021,152000
12/31/2020,8/31/2021,16000
3/31/2018,9/30/2018,17000
5/31/2019,1/31/2022,2108000
12/31/2020,8/31/2022,24000
5/31/2019,1/31/2021,7728000
6/30/2019,10/31/2022,262000
4/30/2021,5/31/2021,198000
2/28/2018,5/31/2022,266000
2/29/2020,12/31/2022,14000
3/31/2018,10/31/2021,30000
8/31/2021,7/31/2022,609000
1/31/2019,3/31/2022,39000
2/28/2022,3/31/2022,92000
8/31/2018,2/28/2019,1054000
6/30/2020,1/31/2023,39000
11/30/2021,11/30/2022,83000
2/28/2018,12/31/2020,292000
1/31/2020,2/28/2022,505000
3/31/2021,3/31/2022,95000
2/28/2018,12/31/2019,408000
2/28/2018,4/30/2020,35000
7/31/2019,12/31/2019,144000
12/31/2018,1/31/2020,4534000
9/30/2018,9/30/2021,12000
3/31/2021,2/28/2023,2888000
8/31/2018,11/30/2018,982000
1/31/2020,4/30/2020,1450000
3/31/2021,11/30/2022,14000
7/31/2020,1/31/2021,364000
5/31/2022,3/31/2023,110000
1/31/2020,5/31/2023,50000
1/31/2018,10/31/2018,22397000
6/30/2021,6/30/2022,31000
7/31/2019,9/30/2020,543000
7/31/2021,4/30/2023,1000
4/30/2018,4/30/2022,2000
7/31/2019,1/31/2021,463000
4/30/2019,6/30/2022,22000
5/31/2019,1/31/2023,2502000
7/31/2019,12/31/2022,441000
4/30/2018,5/31/2018,1000
8/31/2019,5/31/2022,2000
3/31/2019,5/31/2023,210000
2/28/2018,7/31/2018,619000
9/30/2019,3/31/2023,2000
3/31/2021,4/30/2023,1526000
4/30/2022,12/31/2022,128000
4/30/2020,6/30/2022,22000
7/31/2018,11/30/2020,11309000
1/31/2018,2/29/2020,27360000
5/31/2020,11/30/2021,2130000
9/30/2020,10/31/2021,49000
2/28/2018,9/30/2018,635000
6/30/2020,5/31/2021,2792000
3/31/2019,9/30/2021,1067000
10/31/2018,6/30/2021,112000
8/31/2019,4/30/2021,17000
12/31/2019,6/30/2020,264000
10/31/2020,12/31/2022,16266000
3/31/2021,4/30/2021,982399000
10/31/2018,2/28/2021,81000
1/31/2020,5/31/2022,268000
9/30/2022,10/31/2022,570000
4/30/2019,4/30/2019,67000
6/30/2018,11/30/2022,7000
4/30/2020,9/30/2021,608000
1/31/2018,4/30/2020,45334000
12/31/2020,9/30/2022,17000
4/30/2019,9/30/2021,977000
12/31/2018,7/31/2019,3325000
1/31/2018,5/31/2021,32165000
3/31/2020,6/30/2021,49000
1/31/2019,5/31/2021,32000
5/31/2019,2/28/2023,1939000
1/31/2019,10/31/2020,554000
7/31/2018,5/31/2019,13953000
6/30/2021,11/30/2021,28000
6/30/2021,1/31/2023,24000
11/30/2019,3/31/2021,24630000
7/31/2018,4/30/2020,81362000
9/30/2020,10/31/2020,1622000
4/30/2018,10/31/2021,1000
8/31/2018,4/30/2019,902000
9/30/2018,12/31/2022,15000
1/31/2022,2/28/2023,33000
10/31/2018,6/30/2020,9000
5/31/2021,8/31/2021,43000
3/31/2020,8/31/2022,55000
2/28/2018,9/30/2021,282000
5/31/2022,9/30/2022,100000
10/31/2019,2/28/2023,6916000
3/31/2019,7/31/2020,95000
3/31/2018,5/31/2018,9000
6/30/2018,3/31/2021,581000
5/31/2022,8/31/2022,132000
9/30/2019,2/29/2020,35000
1/31/2020,4/30/2022,314000
1/31/2019,2/28/2019,63000
10/31/2022,5/31/2023,9000
7/31/2018,8/31/2019,15063000
7/31/2018,9/30/2020,7821000
5/31/2021,3/31/2023,71000
1/31/2020,5/31/2020,1565000
5/31/2018,6/30/2018,1000
1/31/2021,6/30/2022,24000
11/30/2021,2/28/2022,33000
8/31/2021,12/31/2021,22000
5/31/2021,7/31/2021,32000
4/30/2020,3/31/2021,20366000
3/31/2018,8/31/2020,11000
4/30/2019,2/28/2022,826000
6/30/2018,12/31/2020,2056000
8/31/2019,4/30/2020,190000
3/31/2018,5/31/2023,41000
4/30/2018,12/31/2021,1000
5/31/2021,12/31/2021,45000
9/30/2021,10/31/2022,182000
8/31/2019,6/30/2022,4000
3/31/2020,8/31/2020,633000
8/31/2019,5/31/2023,4000
7/31/2019,4/30/2022,469000
7/31/2019,8/31/2021,227000
5/31/2020,5/31/2020,298000
7/31/2018,5/31/2022,7865000
1/31/2020,5/31/2021,104000
9/30/2019,2/28/2023,52000
3/31/2020,1/31/2023,60000
1/31/2019,1/31/2020,3999000
12/31/2019,3/31/2020,680000
9/30/2020,8/31/2022,261000
11/30/2019,7/31/2021,19030000
10/31/2020,4/30/2021,4856000
1/31/2018,9/30/2021,27578000
4/30/2018,1/31/2019,2000
2/28/2019,7/31/2019,20603000
8/31/2018,11/30/2020,483000
12/31/2020,6/30/2022,18000
6/30/2018,9/30/2019,3199000
10/31/2020,1/31/2021,1000
9/30/2018,7/31/2019,1416000
10/31/2022,1/31/2023,29000
1/31/2019,7/31/2020,169000
2/28/2019,5/31/2023,3000
3/31/2019,4/30/2020,93000
9/30/2020,7/31/2021,35000
4/30/2020,8/31/2020,144667000
4/30/2021,9/30/2021,408000
12/31/2020,5/31/2023,59000
1/31/2019,3/31/2021,627000
7/31/2019,7/31/2019,92000
8/31/2018,5/31/2021,774000
2/28/2019,6/30/2021,331000
2/28/2019,4/30/2020,5212000
8/31/2018,9/30/2019,1026000
2/29/2020,10/31/2020,222000
1/31/2021,9/30/2022,322000
7/31/2020,11/30/2020,278000
6/30/2019,2/29/2020,2640000
