CUSTOMER_ID-1,Month,Customer Cohort Month,Grand Total
A00000037,6/30/2021,3/31/2018,1000
A00000192,2/28/2022,2/28/2019,137000
A00001468,5/31/2022,1/31/2022,58000
A00000239,4/30/2019,3/31/2019,6000
A00000336,9/30/2021,5/31/2020,1761000
A00000039,6/30/2021,1/31/2018,2779000
A00000001,8/31/2019,1/31/2018,3000
A00000031,1/31/2019,1/31/2018,103000
A00000078,10/31/2019,2/28/2018,1000
A00000172,12/31/2020,8/31/2018,740000
A00000259,1/31/2022,9/30/2019,37000
A00000221,10/31/2022,1/31/2019,2000
A00000420,7/31/2022,4/30/2021,266000
A00000026,4/30/2018,1/31/2018,4000
A00001656,10/31/2022,10/31/2022,1000
A00001436,2/28/2023,9/30/2021,170000
A00000043,6/30/2018,1/31/2018,448000
A00000276,2/28/2023,2/28/2018,1000
A00000268,10/31/2021,10/31/2019,814000
A00000049,5/31/2018,2/28/2018,3000
A00000264,8/31/2022,8/31/2019,2000
A00000002,7/31/2022,1/31/2018,35000
A00000248,3/31/2021,7/31/2019,9000
A00000215,7/31/2019,2/28/2019,77000
A00000170,1/31/2020,8/31/2018,1000
A00000294,10/31/2021,1/31/2020,207000
A00000001,3/31/2020,1/31/2018,2000
A00001570,6/30/2022,6/30/2022,46000
A00000258,1/31/2021,8/31/2019,3000
A00000085,3/31/2018,2/28/2018,5000
A00000128,5/31/2023,7/31/2018,4574000
A00000239,8/31/2019,3/31/2019,25000
A00000115,11/30/2020,1/31/2018,3000
A00000005,1/31/2018,1/31/2018,464000
A00000140,9/30/2019,6/30/2018,2525000
A00000088,3/31/2021,1/31/2018,85000
A00000239,2/28/2021,3/31/2019,271000
A00000218,10/31/2022,4/30/2019,41000
A00000156,2/28/2023,10/31/2018,1000
A00000072,4/30/2019,1/31/2018,585000
A00000268,8/31/2020,10/31/2019,384000
A00000120,8/31/2021,4/30/2018,1000
A00000335,7/31/2020,5/31/2020,332000
A00000350,2/28/2021,7/31/2020,58000
A00000285,7/31/2021,11/30/2019,114000
A00000198,2/28/2022,1/31/2019,1000
A00001635,1/31/2023,9/30/2022,1000
A00000170,6/30/2019,8/31/2018,3000
A00000335,2/28/2021,5/31/2020,67000
A00000044,4/30/2018,1/31/2018,1000
A00000143,7/31/2022,9/30/2018,13000
A00001462,4/30/2023,11/30/2021,4000
A00000382,1/31/2023,1/31/2021,397000
A00001582,9/30/2022,7/31/2022,14000
A00000001,2/29/2020,1/31/2018,1000
A00000220,8/31/2021,2/28/2019,4000
A00000195,3/31/2019,3/31/2019,1000
A00000251,3/31/2020,7/31/2019,70000
A00001607,11/30/2022,10/31/2022,19000
A00000153,4/30/2023,7/31/2018,4000
A00000138,5/31/2022,6/30/2018,3000
A00000105,11/30/2018,1/31/2018,2000
A00000003,1/31/2021,1/31/2018,499000
A00000043,5/31/2022,1/31/2018,768000
A00000120,9/30/2021,4/30/2018,1000
A00000088,4/30/2023,1/31/2018,15000
A00002443,3/31/2023,3/31/2023,2000
A00001414,12/31/2021,6/30/2021,56000
A00000251,6/30/2020,7/31/2019,234000
A00000414,10/31/2021,4/30/2021,3000
A00000156,7/31/2020,10/31/2018,1000
A00000317,7/31/2022,3/31/2020,60000
A00000149,5/31/2019,7/31/2018,285000
A00000001,3/31/2021,1/31/2018,2000
A00000172,3/31/2020,8/31/2018,29000
A00000276,2/28/2018,2/28/2018,1000
A00000096,12/31/2021,1/31/2018,497000
A00000302,2/28/2022,2/29/2020,350000
A00001459,11/30/2021,11/30/2021,45000
A00000172,1/31/2020,8/31/2018,30000
A00000226,11/30/2018,10/31/2018,47000
A00001538,8/31/2022,4/30/2022,2000
A00000230,12/31/2018,1/31/2018,4564000
A00001430,6/30/2022,9/30/2021,4000
A00000411,9/30/2022,4/30/2021,2000
A00000348,10/31/2020,7/31/2020,5000
A00000215,11/30/2021,2/28/2019,70000
A00000192,8/31/2020,2/28/2019,41000
A00001507,9/30/2022,2/28/2022,11000
A00000111,4/30/2019,1/31/2018,1000
A00000107,6/30/2018,1/31/2018,4000
A00000239,9/30/2021,3/31/2019,657000
A00000065,11/30/2020,3/31/2018,1000
A00000138,9/30/2021,6/30/2018,4000
A00000191,2/28/2019,12/31/2018,17000
A00000289,4/30/2022,12/31/2019,423000
A00000096,1/31/2018,1/31/2018,140000
A00000206,7/31/2018,6/30/2018,95000
A00001443,9/30/2022,10/31/2021,9000
A00000085,11/30/2020,2/28/2018,2000
A00000217,8/31/2020,4/30/2019,9000
A00000235,7/31/2021,10/31/2018,17000
A00000213,2/29/2020,9/30/2018,13193000
A00000346,1/31/2021,7/31/2020,42000
A00000227,8/31/2019,5/31/2019,9000
A00000215,10/31/2022,2/28/2019,30000
A00000288,8/31/2022,12/31/2019,4806000
A00000044,2/28/2022,1/31/2018,4000
A00000042,4/30/2021,3/31/2018,1000
A00000327,9/30/2020,4/30/2020,51000
A00000154,4/30/2019,8/31/2018,543000
A00000006,4/30/2019,1/31/2018,267000
A00000416,8/31/2021,4/30/2021,12000
A00000038,6/30/2019,1/31/2018,34000
A00000221,8/31/2020,1/31/2019,1000
A00000160,7/31/2019,8/31/2018,328000
A00000038,10/31/2020,1/31/2018,20000
A00000367,10/31/2022,10/31/2020,3000
A00000109,2/28/2021,1/31/2018,13000
A00000221,4/30/2022,1/31/2019,1000
A00000251,9/30/2019,7/31/2019,28000
A00000248,11/30/2019,7/31/2019,29000
A00000254,7/31/2018,3/31/2018,1000
A00000242,5/31/2019,5/31/2019,243000
A00000088,10/31/2019,1/31/2018,66000
A00000128,6/30/2021,7/31/2018,3950000
A00000143,11/30/2020,9/30/2018,5000
A00000256,6/30/2021,8/31/2019,1000
A00000306,5/31/2021,11/30/2020,311000
A00000138,12/31/2021,6/30/2018,1000
A00000038,11/30/2018,1/31/2018,19000
A00000119,2/28/2019,3/31/2018,3000
A00000310,5/31/2021,2/29/2020,1000
A00000368,4/30/2022,1/31/2021,43000
A00000091,2/28/2021,11/30/2019,7000
A00000156,4/30/2022,10/31/2018,1000
A00000115,7/31/2021,1/31/2018,3000
A00000326,12/31/2020,4/30/2020,19000
A00000155,8/31/2018,1/31/2018,1466000
A00000044,10/31/2018,1/31/2018,4000
A00000143,12/31/2022,9/30/2018,13000
A00000148,12/31/2018,7/31/2018,4870000
A00000162,1/31/2021,9/30/2018,174000
A00000063,4/30/2020,1/31/2018,1584000
A00000119,4/30/2021,3/31/2018,4000
A00000192,7/31/2020,2/28/2019,47000
A00000039,4/30/2019,1/31/2018,2001000
A00000294,9/30/2022,1/31/2020,51000
A00000094,12/31/2022,1/31/2018,19000
A00000183,6/30/2019,12/31/2018,2766000
A00000323,10/31/2022,12/31/2020,29000
A00000372,12/31/2020,12/31/2020,6285000
A00000406,1/31/2023,3/31/2021,9000
A00000148,2/29/2020,7/31/2018,11094000
A00000339,3/31/2021,6/30/2020,29000
A00000262,9/30/2019,9/30/2019,1000
A00000277,3/31/2023,10/31/2019,2000
A00000096,5/31/2023,1/31/2018,1339000
A00000367,12/31/2021,10/31/2020,1000
A00000044,1/31/2019,1/31/2018,7000
A00000261,7/31/2020,8/31/2019,152000
A00000152,10/31/2019,10/31/2018,1000
A00000030,3/31/2020,1/31/2018,12000
A00000160,4/30/2020,8/31/2018,522000
A00000156,7/31/2019,10/31/2018,6000
A00000288,7/31/2020,12/31/2019,136000
A00000138,5/31/2023,6/30/2018,3000
A00000150,4/30/2019,7/31/2018,3031000
A00000197,4/30/2019,2/28/2019,1214000
A00001462,11/30/2021,11/30/2021,4000
A00000123,4/30/2018,1/31/2018,5000
A00000376,1/31/2022,12/31/2020,2000
A00000206,9/30/2018,6/30/2018,210000
A00000142,5/31/2022,2/28/2018,263000
A00000155,8/31/2020,1/31/2018,1872000
A00000259,11/30/2022,9/30/2019,78000
A00000259,12/31/2020,9/30/2019,54000
A00000196,11/30/2019,3/31/2019,185000
A00000208,7/31/2020,5/31/2019,2000
A00000246,7/31/2019,7/31/2019,1000
A00000295,5/31/2020,1/31/2020,1000
A00000289,1/31/2021,12/31/2019,213000
A00000055,8/31/2020,8/31/2019,1000
A00000410,8/31/2021,3/31/2021,62000
A00000354,1/31/2021,9/30/2020,35000
A00000406,3/31/2021,3/31/2021,86000
A00000015,1/31/2022,11/30/2019,1000
A00000197,6/30/2019,2/28/2019,1346000
A00000227,1/31/2020,5/31/2019,22000
A00000254,1/31/2019,3/31/2018,2000
A00000254,3/31/2021,3/31/2018,7000
A00000367,11/30/2022,10/31/2020,4000
A00000088,3/31/2020,1/31/2018,71000
A00000230,2/28/2019,1/31/2018,5952000
A00000002,4/30/2018,1/31/2018,85000
A00000069,7/31/2018,2/28/2018,11000
A00000254,2/28/2022,3/31/2018,7000
A00001510,3/31/2022,3/31/2022,1000
A00000380,5/31/2021,1/31/2021,3106000
A00000226,12/31/2019,10/31/2018,104000
A00000198,8/31/2021,1/31/2019,9000
A00000252,7/31/2019,7/31/2019,1000
A00000083,6/30/2022,3/31/2018,7000
A00001548,11/30/2022,4/30/2022,53000
A00001565,6/30/2022,6/30/2022,24000
A00000264,3/31/2023,8/31/2019,4000
A00000067,1/31/2019,3/31/2018,1000
A00000128,11/30/2021,7/31/2018,6675000
A00001507,3/31/2022,2/28/2022,49000
A00000083,4/30/2022,3/31/2018,4000
A00000200,5/31/2021,4/30/2019,4000
A00000036,10/31/2021,1/31/2018,1000
A00001430,11/30/2022,9/30/2021,2000
A00000288,5/31/2022,12/31/2019,5837000
A00000026,4/30/2019,1/31/2018,7000
A00000199,11/30/2020,2/28/2019,5437000
A00000043,6/30/2022,1/31/2018,836000
A00001439,10/31/2022,10/31/2021,3000
A00000278,2/28/2023,10/31/2019,6915000
A00000337,7/31/2020,6/30/2020,112000
A00000235,12/31/2022,10/31/2018,15000
A00000146,6/30/2020,7/31/2018,2000
A00000232,3/31/2021,5/31/2019,1000
A00000191,6/30/2020,12/31/2018,33000
A00000065,3/31/2020,3/31/2018,2000
A00000043,4/30/2019,1/31/2018,961000
A00000294,3/31/2021,1/31/2020,42000
A00000083,3/31/2018,3/31/2018,5000
A00000043,3/31/2018,1/31/2018,595000
A00001447,4/30/2022,10/31/2021,8000
A00000130,5/31/2018,5/31/2018,1000
A00000321,1/31/2021,4/30/2020,10936000
A00000263,7/31/2020,8/31/2019,448000
A00000065,2/28/2021,3/31/2018,2000
A00000088,2/28/2018,1/31/2018,13000
A00000397,9/30/2021,2/28/2021,71000
A00000002,7/31/2021,1/31/2018,50000
A00000263,2/28/2021,8/31/2019,134000
A00000200,11/30/2021,4/30/2019,8000
A00000191,6/30/2021,12/31/2018,922000
A00000150,8/31/2019,7/31/2018,1085000
A00000002,8/31/2021,1/31/2018,66000
A00000408,5/31/2022,3/31/2021,87000
A00000254,6/30/2018,3/31/2018,3000
A00000163,8/31/2022,9/30/2018,2000
A00000143,11/30/2022,9/30/2018,13000
A00001396,9/30/2022,5/31/2021,69000
A00000085,10/31/2018,2/28/2018,9000
A00000162,2/28/2021,9/30/2018,145000
A00000150,10/31/2019,7/31/2018,1439000
A00000049,2/28/2022,2/28/2018,5000
A00001497,11/30/2022,2/28/2022,2000
A00000206,6/30/2020,6/30/2018,7000
A00001400,6/30/2022,6/30/2021,3000
A00001582,1/31/2023,7/31/2022,3000
A00000115,10/31/2018,1/31/2018,1000
A00000170,12/31/2019,8/31/2018,2000
A00001414,10/31/2021,6/30/2021,26000
A00000148,9/30/2018,7/31/2018,4398000
A00000375,7/31/2022,12/31/2020,2000
A00000165,6/30/2019,9/30/2018,10000
A00000354,11/30/2020,9/30/2020,16000
A00002409,2/28/2023,2/28/2023,3000
A00000220,11/30/2020,2/28/2019,1000
A00000260,9/30/2020,4/30/2019,1000
A00000289,12/31/2022,12/31/2019,394000
A00000085,4/30/2021,2/28/2018,1000
A00000368,2/28/2022,1/31/2021,42000
A00000355,9/30/2020,9/30/2020,85000
A00000248,1/31/2022,7/31/2019,86000
A00000230,1/31/2020,1/31/2018,5536000
A00000209,8/31/2022,6/30/2019,567000
A00000083,1/31/2020,3/31/2018,1000
A00000031,5/31/2020,1/31/2018,4000
A00000194,11/30/2020,3/31/2019,1000
A00000119,10/31/2020,3/31/2018,20000
A00000063,9/30/2021,1/31/2018,5999000
A00000115,4/30/2019,1/31/2018,2000
A00000096,4/30/2023,1/31/2018,455000
A00000281,1/31/2021,11/30/2019,51792000
A00000285,5/31/2021,11/30/2019,84000
A00000083,7/31/2022,3/31/2018,7000
A00000317,10/31/2020,3/31/2020,146000
A00001512,7/31/2022,3/31/2022,13000
A00001396,10/31/2022,5/31/2021,78000
A00000237,1/31/2019,1/31/2019,1000
A00000137,6/30/2018,6/30/2018,2000
A00000221,8/31/2019,1/31/2019,2000
A00000154,9/30/2022,8/31/2018,367000
A00000031,3/31/2018,1/31/2018,76000
A00000356,11/30/2020,10/31/2020,1000
A00000258,12/31/2021,8/31/2019,1000
A00000160,9/30/2020,8/31/2018,140000
A00000230,3/31/2019,1/31/2018,5844000
A00001554,5/31/2023,5/31/2022,3000
A00000323,2/28/2021,12/31/2020,11000
A00000160,7/31/2020,8/31/2018,193000
A00000218,5/31/2019,4/30/2019,23000
A00000154,2/28/2019,8/31/2018,772000
A00000298,7/31/2020,2/29/2020,86000
A00000049,10/31/2018,2/28/2018,2000
A00000138,10/31/2021,6/30/2018,1000
A00000211,4/30/2023,5/31/2019,541000
A00000096,2/28/2023,1/31/2018,1254000
A00000124,8/31/2018,1/31/2018,178000
A00000094,4/30/2022,1/31/2018,80000
A00000192,1/31/2022,2/28/2019,128000
A00000180,2/29/2020,11/30/2018,720000
A00000162,5/31/2019,9/30/2018,103000
A00000040,10/31/2021,1/31/2018,1000
A00001429,5/31/2022,11/30/2021,1000
A00001439,1/31/2022,10/31/2021,1000
A00000156,1/31/2019,10/31/2018,4000
A00000142,6/30/2021,2/28/2018,318000
A00000278,5/31/2022,10/31/2019,7076000
A00000226,3/31/2023,10/31/2018,57000
A00000196,7/31/2019,3/31/2019,7000
A00000006,5/31/2018,1/31/2018,72000
A00000128,5/31/2021,7/31/2018,26815000
A00000232,10/31/2019,5/31/2019,1000
A00000065,4/30/2019,3/31/2018,1000
A00000005,7/31/2021,1/31/2018,6431000
A00000272,1/31/2020,10/31/2019,2000
A00001447,10/31/2021,10/31/2021,21000
A00000317,9/30/2022,3/31/2020,52000
A00000115,7/31/2018,1/31/2018,1000
A00000269,10/31/2021,9/30/2019,5000
A00000206,11/30/2018,6/30/2018,278000
A00000026,6/30/2019,1/31/2018,7000
A00000204,2/29/2020,1/31/2019,3396000
A00000085,4/30/2019,2/28/2018,3000
A00001540,10/31/2022,5/31/2022,72000
A00000241,9/30/2019,7/31/2019,16000
A00000107,8/31/2019,1/31/2018,10000
A00000211,6/30/2021,5/31/2019,2201000
A00000162,7/31/2020,9/30/2018,155000
A00000180,6/30/2019,11/30/2018,161000
A00000083,8/31/2018,3/31/2018,3000
A00000239,7/31/2021,3/31/2019,590000
A00000153,1/31/2023,7/31/2018,24000
A00000085,12/31/2020,2/28/2018,8000
A00000213,6/30/2019,9/30/2018,571000
A00000026,8/31/2020,1/31/2018,2000
A00001413,1/31/2022,7/31/2021,5000
A00000088,6/30/2021,1/31/2018,113000
A00001409,11/30/2021,7/31/2021,99000
A00000002,12/31/2018,1/31/2018,148000
A00000192,10/31/2021,2/28/2019,153000
A00001430,2/28/2022,9/30/2021,48000
A00000212,2/29/2020,10/31/2019,6140000
A00001618,3/31/2023,10/31/2022,5000
A00000211,1/31/2022,5/31/2019,2107000
A00000225,5/31/2019,4/30/2019,1000
A00000375,11/30/2022,12/31/2020,1000
A00000196,3/31/2019,3/31/2019,4000
A00001462,12/31/2021,11/30/2021,2000
A00000211,2/28/2021,5/31/2019,2120000
A00000261,8/31/2019,8/31/2019,98000
A00000244,11/30/2020,4/30/2019,195000
A00000006,9/30/2019,1/31/2018,289000
A00002418,4/30/2023,2/28/2023,6000
A00000258,1/31/2020,8/31/2019,96000
A00000375,4/30/2023,12/31/2020,3000
A00000172,10/31/2019,8/31/2018,32000
A00000234,1/31/2020,12/31/2018,1000
A00000199,7/31/2020,2/28/2019,5360000
A00000218,7/31/2022,4/30/2019,27000
A00001414,12/31/2022,6/30/2021,17000
A00000395,1/31/2023,2/28/2021,1000
A00000172,8/31/2018,8/31/2018,9000
A00000416,11/30/2021,4/30/2021,255000
A00000198,8/31/2022,1/31/2019,7000
A00000132,6/30/2020,5/31/2018,1000
A00000259,2/28/2021,9/30/2019,57000
A00000138,7/31/2018,6/30/2018,68000
A00000415,9/30/2021,9/30/2021,1000
A00001635,4/30/2023,9/30/2022,1000
A00000255,3/31/2022,7/31/2019,488000
A00000142,3/31/2022,2/28/2018,309000
A00000031,2/28/2019,1/31/2018,72000
A00000194,5/31/2019,3/31/2019,6000
A00000420,12/31/2021,4/30/2021,304000
A00001414,3/31/2023,6/30/2021,33000
A00000215,6/30/2021,2/28/2019,148000
A00000220,2/28/2023,2/28/2019,2000
A00000063,3/31/2023,1/31/2018,6771000
A00000420,3/31/2023,4/30/2021,75000
A00000183,12/31/2020,12/31/2018,2424000
A00001572,9/30/2022,9/30/2022,1000
A00000115,2/28/2021,1/31/2018,3000
A00001414,8/31/2022,6/30/2021,19000
A00000386,5/31/2023,12/31/2021,1000
A00000090,6/30/2019,6/30/2019,1000
A00001438,2/28/2022,12/31/2021,6000
A00000192,8/31/2019,2/28/2019,189000
A00000420,9/30/2022,4/30/2021,344000
A00000194,6/30/2019,3/31/2019,4000
A00000262,10/31/2019,9/30/2019,2000
A00001424,6/30/2022,8/31/2021,699000
A00000204,9/30/2020,1/31/2019,372000
A00000152,1/31/2020,10/31/2018,3000
A00000218,9/30/2021,4/30/2019,15000
A00000119,1/31/2023,3/31/2018,9000
A00000220,4/30/2022,2/28/2019,1000
A00000050,7/31/2020,1/31/2018,2000
A00000148,3/31/2021,7/31/2018,7068000
A00000041,7/31/2019,1/31/2018,11000
A00000194,3/31/2020,3/31/2019,4000
A00000154,3/31/2021,8/31/2018,897000
A00000003,5/31/2019,1/31/2018,2356000
A00000026,8/31/2019,1/31/2018,3000
A00000039,11/30/2019,1/31/2018,3004000
A00000039,12/31/2018,1/31/2018,1587000
A00000065,10/31/2019,3/31/2018,1000
A00000254,8/31/2020,3/31/2018,8000
A00000115,5/31/2019,1/31/2018,2000
A00000192,12/31/2019,2/28/2019,262000
A00000036,7/31/2021,1/31/2018,1000
A00000122,5/31/2019,3/31/2018,14000
A00000336,4/30/2021,5/31/2020,1121000
A00000194,9/30/2019,3/31/2019,6000
A00000255,7/31/2022,7/31/2019,305000
A00000152,2/28/2023,10/31/2018,1000
A00000245,7/31/2022,6/30/2019,4000
A00000221,9/30/2019,1/31/2019,1000
A00000255,7/31/2020,7/31/2019,19000
A00000078,3/31/2019,2/28/2018,1000
A00000218,11/30/2020,4/30/2019,5000
A00000049,9/30/2022,2/28/2018,2000
A00000006,4/30/2018,1/31/2018,85000
A00000417,4/30/2022,9/30/2021,7000
A00001542,10/31/2022,4/30/2022,10000
A00000278,12/31/2022,10/31/2019,6494000
A00000221,5/31/2020,1/31/2019,1000
A00000264,5/31/2022,8/31/2019,1000
A00001612,5/31/2023,8/31/2022,1000
A00000248,3/31/2020,7/31/2019,48000
A00000143,7/31/2020,9/30/2018,11000
A00001581,10/31/2022,8/31/2022,81000
A00000290,5/31/2022,12/31/2019,384000
A00000115,8/31/2022,1/31/2018,5000
A00000336,5/31/2022,5/31/2020,2473000
A00000003,4/30/2018,1/31/2018,2122000
A00000281,7/31/2022,11/30/2019,15115000
A00001425,10/31/2021,8/31/2021,8000
A00000114,3/31/2019,4/30/2018,1000
A00000420,1/31/2023,4/30/2021,371000
A00000298,10/31/2020,2/29/2020,80000
A00000026,5/31/2021,1/31/2018,1000
A00000041,2/28/2019,1/31/2018,1000
A00000304,10/31/2020,2/29/2020,1000
A00000276,3/31/2023,2/28/2018,1000
A00000159,2/28/2022,6/30/2019,1000
A00000344,7/31/2020,7/31/2020,233000
A00000160,1/31/2019,8/31/2018,328000
A00000083,9/30/2022,3/31/2018,13000
A00000049,4/30/2022,2/28/2018,5000
A00000149,11/30/2020,7/31/2018,73000
A00000107,12/31/2021,1/31/2018,13000
A00000289,11/30/2022,12/31/2019,377000
A00000191,8/31/2019,12/31/2018,308000
A00000211,7/31/2020,5/31/2019,1283000
A00000341,2/28/2022,10/31/2020,11098000
A00000283,2/29/2020,11/30/2019,796000
A00001409,9/30/2021,7/31/2021,162000
A00000039,12/31/2020,1/31/2018,2385000
A00000298,7/31/2021,2/29/2020,46000
A00000127,3/31/2022,4/30/2018,1000
A00000096,3/31/2022,1/31/2018,1077000
A00000294,3/31/2022,1/31/2020,377000
A00001538,7/31/2022,4/30/2022,3000
A00001436,11/30/2021,9/30/2021,17000
A00000248,9/30/2021,7/31/2019,53000
A00000154,8/31/2020,8/31/2018,356000
A00000044,2/28/2023,1/31/2018,3000
A00000002,8/31/2022,1/31/2018,39000
A00000128,2/28/2021,7/31/2018,177432000
A00000030,6/30/2020,1/31/2018,4000
A00000217,5/31/2019,4/30/2019,56000
A00000319,5/31/2020,3/31/2020,1000
A00000367,8/31/2022,10/31/2020,5000
A00000201,7/31/2019,5/31/2019,11000
A00000261,10/31/2020,8/31/2019,141000
A00000321,5/31/2020,4/30/2020,75358000
A00000264,4/30/2020,8/31/2019,1000
A00000257,2/28/2022,8/31/2019,5000
A00000107,2/28/2023,1/31/2018,58000
A00000120,12/31/2021,4/30/2018,1000
A00000058,6/30/2020,4/30/2018,1000
A00000342,9/30/2020,9/30/2020,1150000
A00000001,3/31/2022,1/31/2018,2000
A00000156,11/30/2020,10/31/2018,1000
A00000119,12/31/2022,3/31/2018,4000
A00000298,8/31/2020,2/29/2020,83000
A00000247,5/31/2022,7/31/2019,1000
A00000206,12/31/2018,6/30/2018,233000
A00000006,12/31/2018,1/31/2018,176000
A00000286,2/28/2021,9/30/2019,1000
A00000192,4/30/2021,2/28/2019,84000
A00000317,8/31/2021,3/31/2020,66000
A00000138,1/31/2021,6/30/2018,3000
A00000298,9/30/2021,2/29/2020,26000
A00000085,1/31/2019,2/28/2018,4000
A00000107,10/31/2021,1/31/2018,23000
A00000156,2/29/2020,10/31/2018,2000
A00000133,8/31/2020,5/31/2018,2000
A00000005,2/28/2021,1/31/2018,59686000
A00000094,4/30/2023,1/31/2018,18000
A00001548,12/31/2022,4/30/2022,47000
A00000055,10/31/2020,8/31/2019,1000
A00000049,2/28/2018,2/28/2018,2000
A00000149,5/31/2022,7/31/2018,317000
A00000230,6/30/2019,1/31/2018,5200000
A00000105,3/31/2022,1/31/2018,1000
A00000050,9/30/2019,1/31/2018,1000
A00000030,1/31/2020,1/31/2018,16000
A00000107,12/31/2020,1/31/2018,9000
A00000193,1/31/2021,1/31/2019,2000
A00000044,3/31/2021,1/31/2018,7000
A00000206,3/31/2020,6/30/2018,1548000
A00000241,10/31/2019,7/31/2019,1000
A00000156,3/31/2023,10/31/2018,2000
A00000196,4/30/2021,3/31/2019,213000
A00001507,6/30/2022,2/28/2022,11000
A00000274,6/30/2020,10/31/2019,621000
A00000267,1/31/2020,10/31/2019,307000
A00000003,9/30/2018,1/31/2018,1272000
A00000323,4/30/2023,12/31/2020,19000
A00000050,2/28/2022,1/31/2018,3000
A00000278,10/31/2021,10/31/2019,5705000
A00000065,6/30/2022,3/31/2018,2000
A00000143,4/30/2021,9/30/2018,13000
A00000305,1/31/2023,7/31/2020,196000
A00000204,11/30/2020,1/31/2019,559000
A00000162,2/28/2019,9/30/2018,13000
A00000065,3/31/2023,3/31/2018,1000
A00001441,12/31/2022,10/31/2021,4000
A00000002,9/30/2020,1/31/2018,14000
A00000289,10/31/2021,12/31/2019,341000
A00000091,6/30/2021,11/30/2019,2000
A00000119,5/31/2020,3/31/2018,3000
A00000323,1/31/2022,12/31/2020,2000
A00000193,3/31/2023,1/31/2019,1000
A00000088,8/31/2022,1/31/2018,96000
A00000247,3/31/2021,7/31/2019,1000
A00000003,11/30/2018,1/31/2018,1404000
A00000227,7/31/2019,5/31/2019,12000
A00000050,2/28/2019,1/31/2018,3000
A00000289,6/30/2021,12/31/2019,408000
A00001542,7/31/2022,4/30/2022,3000
A00000150,7/31/2018,7/31/2018,38000
A00000215,4/30/2022,2/28/2019,6000
A00001658,2/28/2023,10/31/2022,8000
A00000217,1/31/2022,4/30/2019,698000
A00000002,3/31/2018,1/31/2018,58000
A00000294,8/31/2020,1/31/2020,134000
A00000204,4/30/2021,1/31/2019,227000
A00000406,4/30/2021,3/31/2021,83000
A00000183,6/30/2020,12/31/2018,1194000
A00000026,4/30/2023,1/31/2018,5000
A00000138,11/30/2019,6/30/2018,10000
A00000078,2/28/2018,2/28/2018,1000
A00000088,5/31/2018,1/31/2018,42000
A00000044,7/31/2021,1/31/2018,3000
A00000226,11/30/2022,10/31/2018,45000
A00000340,10/31/2020,6/30/2020,6583000
A00000310,2/29/2020,2/29/2020,2000
A00001451,7/31/2022,12/31/2021,88000
A00000005,10/31/2021,1/31/2018,7100000
A00000124,11/30/2018,1/31/2018,189000
A00000085,2/28/2019,2/28/2018,3000
A00000218,1/31/2022,4/30/2019,27000
A00001448,4/30/2022,11/30/2021,15000
A00000256,3/31/2020,8/31/2019,17000
A00000063,3/31/2022,1/31/2018,7557000
A00001673,4/30/2023,11/30/2022,108000
A00000138,6/30/2021,6/30/2018,8000
A00000192,1/31/2020,2/28/2019,238000
A00000192,6/30/2022,2/28/2019,165000
A00001671,4/30/2023,11/30/2022,4000
A00000031,11/30/2019,1/31/2018,95000
A00000042,3/31/2023,3/31/2018,1000
A00001436,8/31/2022,9/30/2021,144000
A00000412,11/30/2022,6/30/2021,29000
A00001414,7/31/2021,6/30/2021,10000
A00000069,10/31/2018,2/28/2018,2000
A00000001,8/31/2022,1/31/2018,2000
A00000138,9/30/2019,6/30/2018,12000
A00000043,4/30/2021,1/31/2018,544000
A00000376,12/31/2020,12/31/2020,2000
A00000049,12/31/2019,2/28/2018,1000
A00000298,12/31/2022,2/29/2020,14000
A00000128,10/31/2018,7/31/2018,1802000
A00000203,7/31/2019,5/31/2019,1000
A00000119,1/31/2021,3/31/2018,4000
A00000278,5/31/2023,10/31/2019,3416000
A00000175,10/31/2018,10/31/2018,31000
A00000049,10/31/2022,2/28/2018,2000
A00000006,8/31/2020,1/31/2018,362000
A00000230,5/31/2021,1/31/2018,2625000
A00000194,12/31/2021,3/31/2019,6000
A00000030,5/31/2018,1/31/2018,4000
A00000355,2/28/2021,9/30/2020,42000
A00000107,3/31/2020,1/31/2018,12000
A00000269,9/30/2020,9/30/2019,2000
A00001436,5/31/2023,9/30/2021,226000
A00000073,10/31/2018,10/31/2018,1000
A00000138,3/31/2022,6/30/2018,3000
A00000296,7/31/2020,7/31/2020,1000
A00000036,6/30/2019,1/31/2018,3000
A00001416,2/28/2022,6/30/2021,260000
A00000044,2/28/2021,1/31/2018,2000
A00001449,6/30/2022,11/30/2021,1000
A00001596,9/30/2022,8/31/2022,1000
A00000408,5/31/2023,3/31/2021,6000
A00000235,10/31/2021,10/31/2018,41000
A00000288,4/30/2021,12/31/2019,310000
A00000138,9/30/2020,6/30/2018,1000
A00000340,6/30/2020,6/30/2020,2862000
A00000094,7/31/2019,1/31/2018,32000
A00000065,4/30/2020,3/31/2018,1000
A00000281,11/30/2021,11/30/2019,11102000
A00000180,10/31/2019,11/30/2018,357000
A00000397,2/28/2021,2/28/2021,33000
A00000281,5/31/2020,11/30/2019,5202000
A00000031,1/31/2020,1/31/2018,112000
A00000303,11/30/2020,3/31/2020,204000
A00000043,10/31/2022,1/31/2018,400000
A00000148,6/30/2019,7/31/2018,5699000
A00000298,5/31/2021,2/29/2020,72000
A00000025,9/30/2018,1/31/2018,1000
